incident nummer,Incident categorie,totale minuten open,Prioriteit incident
1201121,2e lijns (Doorgezette incidenten),5,E8
1201123,2e lijns (Doorgezette incidenten),149,E8
1201126,2e lijns (Doorgezette incidenten),4,E8
1201127,2e lijns (Doorgezette incidenten),8,E8
1201130,2e lijns (Doorgezette incidenten),10134,E8
1201131,Telefonie / Communicatie,10446,E8
1201132,2e lijns (Doorgezette incidenten),10007,EW
1201133,2e lijns (Doorgezette incidenten),2,E8
1201137,Functioneel beheer,49,E8
1201138,2e lijns (Doorgezette incidenten),2,E8
1201140,2e lijns (Doorgezette incidenten),2,E8
1201142,2e lijns (Doorgezette incidenten),57,E8
1201143,2e lijns (Doorgezette incidenten),58,E8
1201145,2e lijns (Doorgezette incidenten),51,E8
1201146,2e lijns (Doorgezette incidenten),6,E8
1201150,2e lijns (Doorgezette incidenten),43,E8
1201152,2e lijns (Doorgezette incidenten),13,E8
1201153,2e lijns (Doorgezette incidenten),6,E8
1201155,2e lijns (Doorgezette incidenten),7,E8
1201159,2e lijns (Doorgezette incidenten),2,E8
1201163,2e lijns (Doorgezette incidenten),167,E8
1201166,2e lijns (Doorgezette incidenten),3,E8
1201167,2e lijns (Doorgezette incidenten),1,E8
1201169,2e lijns (Doorgezette incidenten),12,E8
1201170,2e lijns (Doorgezette incidenten),4,E8
1201172,2e lijns (Doorgezette incidenten),7,E8
1201174,2e lijns (Doorgezette incidenten),19992,E8
1201175,2e lijns (Doorgezette incidenten),2,E8
1201176,2e lijns (Doorgezette incidenten),27,E8
1201177,2e lijns (Doorgezette incidenten),2,E8
1201178,2e lijns (Doorgezette incidenten),6,E8
1201180,2e lijns (Doorgezette incidenten),2,E8
1201183,2e lijns (Doorgezette incidenten),8,E8
1201187,2e lijns (Doorgezette incidenten),238,E8
1201190,2e lijns (Doorgezette incidenten),149,E8
1201191,2e lijns (Doorgezette incidenten),6,E8
1201193,Hardware / Werkplekbeheer,46,E8
1201195,Functioneel beheer,59,E8
1201196,1e lijns beheer (Helpdesk),6,E8
1201197,2e lijns (Doorgezette incidenten),1,E8
1201203,Functioneel beheer,6,E8
1201204,Hardware / Werkplekbeheer,11474,E8
1201206,2e lijns (Doorgezette incidenten),1,E8
1201207,2e lijns (Doorgezette incidenten),3,E8
1201209,Hardware / Werkplekbeheer,2692,E8
1201214,1e lijns beheer (Helpdesk),2,E8
1201216,2e lijns (Doorgezette incidenten),24,E8
1201218,Functioneel beheer,2,E8
1201220,Functioneel beheer,6,E8
1201226,Functioneel beheer,40312,E8
1201232,2e lijns (Doorgezette incidenten),3,E8
1201233,2e lijns (Doorgezette incidenten),2,E8
1201234,2e lijns (Doorgezette incidenten),8,E8
1201236,2e lijns (Doorgezette incidenten),1,E8
1201237,2e lijns (Doorgezette incidenten),4,E8
1201238,2e lijns (Doorgezette incidenten),20,E8
1201239,Hardware / Werkplekbeheer,1191,E4
1201240,2e lijns (Doorgezette incidenten),30,E8
1201241,2e lijns (Doorgezette incidenten),1,E8
1201242,2e lijns (Doorgezette incidenten),1428,E8
1201243,2e lijns (Doorgezette incidenten),6,E8
1201245,2e lijns (Doorgezette incidenten),124,E8
1201247,2e lijns (Doorgezette incidenten),1,E8
1201248,Telefonie / Communicatie,25,E8
1201250,2e lijns (Doorgezette incidenten),15,E8
1201251,2e lijns (Doorgezette incidenten),3,E8
1201252,2e lijns (Doorgezette incidenten),45,E8
1201253,Functioneel beheer,31621,E8
1201255,Functioneel beheer,31619,E8
1201256,Functioneel beheer,13,E8
1201260,Functioneel beheer,4097,E8
1201262,2e lijns (Doorgezette incidenten),1086,E8
1201264,2e lijns (Doorgezette incidenten),1065,E8
1201265,2e lijns (Doorgezette incidenten),111,E8
1201267,3e lijns (Technische incidenten),60359,E8
1201270,Functioneel beheer,60428,E8
1201271,Hardware / Werkplekbeheer,60452,EW
1201274,3e lijns (Technische incidenten),60332,E8
1201276,3e lijns (Technische incidenten),60328,EW
1201279,3e lijns (Technische incidenten),60315,E8
1201280,3e lijns (Technische incidenten),60226,E8
1201282,3e lijns (Technische incidenten),60322,E8
1201283,3e lijns (Technische incidenten),60321,E8
1201284,2e lijns (Doorgezette incidenten),2,E8
1201285,Telefonie / Communicatie,26,E8
1201292,Functioneel beheer,31369,E8
1201293,2e lijns (Doorgezette incidenten),6,E8
1201298,2e lijns (Doorgezette incidenten),36,E8
1201304,2e lijns (Doorgezette incidenten),27,E8
1201305,2e lijns (Doorgezette incidenten),40,E8
1201308,2e lijns (Doorgezette incidenten),1,E8
1201309,2e lijns (Doorgezette incidenten),30010,E8
1201312,Hardware / Werkplekbeheer,29822,EW
1201314,2e lijns (Doorgezette incidenten),1,E8
1201315,2e lijns (Doorgezette incidenten),15,E8
1201318,2e lijns (Doorgezette incidenten),3,E8
1201322,2e lijns (Doorgezette incidenten),2,E8
1201323,2e lijns (Doorgezette incidenten),53,E8
1201324,2e lijns (Doorgezette incidenten),3,E8
1201326,2e lijns (Doorgezette incidenten),1021,E8
1201327,2e lijns (Doorgezette incidenten),1,E8
1201328,Hardware / Werkplekbeheer,1006,E8
1201329,Hardware / Werkplekbeheer,38,E8
1201334,Functioneel beheer,4069,E8
1201336,2e lijns (Doorgezette incidenten),33,E8
1201342,2e lijns (Doorgezette incidenten),1,E8
1201343,2e lijns (Doorgezette incidenten),36,E8
1201347,2e lijns (Doorgezette incidenten),41,E8
1201348,Functioneel beheer,214104,E8
1201350,Hardware / Werkplekbeheer,1416,E8
1201351,2e lijns (Doorgezette incidenten),23,E8
1201352,2e lijns (Doorgezette incidenten),2,E8
1201353,2e lijns (Doorgezette incidenten),27,E8
1201357,2e lijns (Doorgezette incidenten),1,E8
1201358,2e lijns (Doorgezette incidenten),908,E8
1201362,2e lijns (Doorgezette incidenten),34392,E8
1201363,Functioneel beheer,39,E8
1201364,Functioneel beheer,31967,E8
1201365,2e lijns (Doorgezette incidenten),71,E8
1201366,Functioneel beheer,1,E8
1201369,2e lijns (Doorgezette incidenten),3,E8
1201370,2e lijns (Doorgezette incidenten),22,E8
1201371,2e lijns (Doorgezette incidenten),3,E8
1201373,2e lijns (Doorgezette incidenten),10,E8
1201374,Functioneel beheer,2925,E8
1201375,2e lijns (Doorgezette incidenten),3,E8
1201376,2e lijns (Doorgezette incidenten),23403,E8
1201378,3e lijns (Technische incidenten),128470,E8
1201379,2e lijns (Doorgezette incidenten),4,E8
1201381,1e lijns beheer (Helpdesk),4,E8
1201383,Functioneel beheer,1842,E8
1201386,2e lijns (Doorgezette incidenten),2,E8
1201387,2e lijns (Doorgezette incidenten),3,E8
1201389,2e lijns (Doorgezette incidenten),1,E8
1201390,1e lijns beheer (Helpdesk),2,E8
1201392,Functioneel beheer,10,E8
1201393,2e lijns (Doorgezette incidenten),56,E8
1201394,2e lijns (Doorgezette incidenten),5,E8
1201395,2e lijns (Doorgezette incidenten),10,E8
1201397,Functioneel beheer,26,E8
1201398,1e lijns beheer (Helpdesk),11,E8
1201399,2e lijns (Doorgezette incidenten),1,E8
1201400,Hardware / Werkplekbeheer,138,E8
1201401,2e lijns (Doorgezette incidenten),6,E8
1201402,2e lijns (Doorgezette incidenten),3006,E8
1201403,2e lijns (Doorgezette incidenten),1,E8
1201404,2e lijns (Doorgezette incidenten),6,E8
1201405,2e lijns (Doorgezette incidenten),2,E8
1201406,2e lijns (Doorgezette incidenten),5,E8
1201412,2e lijns (Doorgezette incidenten),1,E8
1201414,Functioneel beheer,7,E8
1201415,Functioneel beheer,2,E8
1201417,Functioneel beheer,5,E8
1201419,2e lijns (Doorgezette incidenten),1,E8
1201420,1e lijns beheer (Helpdesk),2,E8
1201422,Functioneel beheer,13,E8
1201423,Functioneel beheer,162,E8
1201424,2e lijns (Doorgezette incidenten),104,E8
1201427,Hardware / Werkplekbeheer,60,E8
1201428,2e lijns (Doorgezette incidenten),1,E8
1201434,2e lijns (Doorgezette incidenten),1,E8
1201435,1e lijns beheer (Helpdesk),8,E8
1201437,2e lijns (Doorgezette incidenten),1,E8
1201438,2e lijns (Doorgezette incidenten),48,E8
1201439,2e lijns (Doorgezette incidenten),1,E8
1201441,Hardware / Werkplekbeheer,158,E8
1201444,2e lijns (Doorgezette incidenten),8,E8
1201447,2e lijns (Doorgezette incidenten),2,E8
1201448,Hardware / Werkplekbeheer,16,E8
1201449,2e lijns (Doorgezette incidenten),1296,E8
1201450,2e lijns (Doorgezette incidenten),5,E8
1201452,2e lijns (Doorgezette incidenten),3,E8
1201453,2e lijns (Doorgezette incidenten),18,E8
1201456,2e lijns (Doorgezette incidenten),5,E8
1201462,Hardware / Werkplekbeheer,147,E8
1201463,1e lijns beheer (Helpdesk),11,E8
1201464,2e lijns (Doorgezette incidenten),93,E8
1201465,2e lijns (Doorgezette incidenten),2,E8
1201466,Hardware / Werkplekbeheer,185,E8
1201468,Hardware / Werkplekbeheer,366,E8
1201469,2e lijns (Doorgezette incidenten),1,E8
1201471,2e lijns (Doorgezette incidenten),4,E8
1201474,3e lijns (Technische incidenten),331,E8
1201475,2e lijns (Doorgezette incidenten),1,E8
1201478,Hardware / Werkplekbeheer,1716,E8
1201479,Functioneel beheer,51905,E8
1201482,2e lijns (Doorgezette incidenten),63,E8
1201483,2e lijns (Doorgezette incidenten),5,E8
1201487,2e lijns (Doorgezette incidenten),10111,E8
1201488,2e lijns (Doorgezette incidenten),5,E8
1201491,2e lijns (Doorgezette incidenten),75,E8
1201498,Hardware / Werkplekbeheer,152,E8
1201506,Hardware / Werkplekbeheer,261,E8
1201509,Functioneel beheer,253631,E8
1201511,2e lijns (Doorgezette incidenten),2,E8
1201522,Functioneel beheer,183126,E8
1201525,Hardware / Werkplekbeheer,42,E8
1201527,Hardware / Werkplekbeheer,74,E8
1201528,Functioneel beheer,6,E8
1201530,Hardware / Werkplekbeheer,87,E8
1201532,2e lijns (Doorgezette incidenten),80,E8
1201533,2e lijns (Doorgezette incidenten),1127,E8
1201535,Functioneel beheer,13,E8
1201537,2e lijns (Doorgezette incidenten),2,E8
1201538,2e lijns (Doorgezette incidenten),8,E8
1201539,Hardware / Werkplekbeheer,38,E8
1201541,Functioneel beheer,2,E8
1201543,Hardware / Werkplekbeheer,57,E8
1201544,2e lijns (Doorgezette incidenten),2,E8
1201545,Functioneel beheer,2,E8
1201546,Functioneel beheer,1317,E8
1201548,2e lijns (Doorgezette incidenten),1,E8
1201550,2e lijns (Doorgezette incidenten),5,E8
1201553,Hardware / Werkplekbeheer,8359,EW
1201554,2e lijns (Doorgezette incidenten),16,E8
1201555,Hardware / Werkplekbeheer,2683,E8
1201557,2e lijns (Doorgezette incidenten),1,E8
1201558,2e lijns (Doorgezette incidenten),3,E8
1201559,2e lijns (Doorgezette incidenten),129,E8
1201560,2e lijns (Doorgezette incidenten),40,E8
1201562,Hardware / Werkplekbeheer,81,EW
1201563,2e lijns (Doorgezette incidenten),1,E8
1201564,2e lijns (Doorgezette incidenten),74,E8
1201565,2e lijns (Doorgezette incidenten),218925,E8
1201566,2e lijns (Doorgezette incidenten),1,E8
1201568,2e lijns (Doorgezette incidenten),2,E8
1201573,2e lijns (Doorgezette incidenten),1044,E8
1201574,2e lijns (Doorgezette incidenten),67,E8
1201577,Functioneel beheer,8,E8
1201579,1e lijns beheer (Helpdesk),28,E8
1201582,Functioneel beheer,12,E8
1201583,2e lijns (Doorgezette incidenten),3,E8
1201584,2e lijns (Doorgezette incidenten),1,E8
1201585,Hardware / Werkplekbeheer,38,E8
1201586,2e lijns (Doorgezette incidenten),14,E8
1201589,Hardware / Werkplekbeheer,52,E8
1201590,2e lijns (Doorgezette incidenten),12,E8
1201593,2e lijns (Doorgezette incidenten),36,E8
1201595,Functioneel beheer,75,E8
1201596,2e lijns (Doorgezette incidenten),1,E8
1201597,Telefonie / Communicatie,1044,E8
1201599,2e lijns (Doorgezette incidenten),45,E8
1201603,Telefonie / Communicatie,37,E8
1201606,2e lijns (Doorgezette incidenten),4,E8
1201608,2e lijns (Doorgezette incidenten),3,E8
1201609,2e lijns (Doorgezette incidenten),9,E8
1201610,2e lijns (Doorgezette incidenten),18,E8
1201611,Telefonie / Communicatie,1392,E8
1201612,Hardware / Werkplekbeheer,8431,E8
1201613,Hardware / Werkplekbeheer,1377,E8
1201615,2e lijns (Doorgezette incidenten),5,E8
1201619,Functioneel beheer,3,E8
1201621,2e lijns (Doorgezette incidenten),2,E8
1201622,Functioneel beheer,1,E8
1201624,Functioneel beheer,2,E8
1201625,Functioneel beheer,97612,E8
1201626,Functioneel beheer,2582,E8
1201627,Functioneel beheer,1024,E8
1201631,Functioneel beheer,2,E8
1201632,Functioneel beheer,2,E8
1201636,Hardware / Werkplekbeheer,98,E8
1201637,Functioneel beheer,130,E8
1201643,2e lijns (Doorgezette incidenten),28,E8
1201646,2e lijns (Doorgezette incidenten),2,E8
1201647,2e lijns (Doorgezette incidenten),17,E8
1201648,2e lijns (Doorgezette incidenten),5,E8
1201649,Hardware / Werkplekbeheer,7396,EW
1201650,2e lijns (Doorgezette incidenten),2,E8
1201652,2e lijns (Doorgezette incidenten),11,E1
1201656,2e lijns (Doorgezette incidenten),3,E8
1201659,2e lijns (Doorgezette incidenten),32086,E8
1201660,2e lijns (Doorgezette incidenten),1,E8
1201662,2e lijns (Doorgezette incidenten),7,E8
1201664,Hardware / Werkplekbeheer,31,E8
1201670,2e lijns (Doorgezette incidenten),1,E8
1201673,2e lijns (Doorgezette incidenten),3,E8
1201678,2e lijns (Doorgezette incidenten),21,E8
1201679,2e lijns (Doorgezette incidenten),149,E8
1201683,2e lijns (Doorgezette incidenten),151,E8
1201691,2e lijns (Doorgezette incidenten),6,E8
1201693,2e lijns (Doorgezette incidenten),2,E8
1201694,Hardware / Werkplekbeheer,205,E8
1201698,2e lijns (Doorgezette incidenten),12,E8
1201700,2e lijns (Doorgezette incidenten),2,E8
1201701,Hardware / Werkplekbeheer,112,E8
1201703,2e lijns (Doorgezette incidenten),118,E8
1201706,2e lijns (Doorgezette incidenten),3,E8
1201707,Telefonie / Communicatie,7521,E8
1201708,2e lijns (Doorgezette incidenten),1,E8
1201710,2e lijns (Doorgezette incidenten),4,E8
1201713,Hardware / Werkplekbeheer,1762,E8
1201719,2e lijns (Doorgezette incidenten),12,E8
1201721,2e lijns (Doorgezette incidenten),9,E8
1201722,2e lijns (Doorgezette incidenten),1676,E8
1201731,Functioneel beheer,199,E8
1201734,2e lijns (Doorgezette incidenten),3,E8
1201735,Functioneel beheer,17,E8
1201737,2e lijns (Doorgezette incidenten),1,E8
1201738,2e lijns (Doorgezette incidenten),3,E8
1201739,2e lijns (Doorgezette incidenten),21832,E8
1201740,2e lijns (Doorgezette incidenten),21914,E8
1201741,2e lijns (Doorgezette incidenten),5,E8
1201744,Functioneel beheer,2,E8
1201745,2e lijns (Doorgezette incidenten),79,E8
1201747,Functioneel beheer,3,E8
1201748,2e lijns (Doorgezette incidenten),116,E8
1201756,2e lijns (Doorgezette incidenten),8,E8
1201758,2e lijns (Doorgezette incidenten),32,E8
1201760,2e lijns (Doorgezette incidenten),3,E8
1201762,2e lijns (Doorgezette incidenten),3,E8
1201766,2e lijns (Doorgezette incidenten),7,E8
1201767,2e lijns (Doorgezette incidenten),1,E8
1201768,2e lijns (Doorgezette incidenten),1,E8
1201770,2e lijns (Doorgezette incidenten),2,E8
1201771,Hardware / Werkplekbeheer,149,E8
1201772,2e lijns (Doorgezette incidenten),2,E8
1201774,2e lijns (Doorgezette incidenten),5,E8
1201775,Functioneel beheer,2,E8
1201782,2e lijns (Doorgezette incidenten),21,E8
1201783,2e lijns (Doorgezette incidenten),120,E8
1201784,2e lijns (Doorgezette incidenten),64,E8
1201787,2e lijns (Doorgezette incidenten),1,E8
1201788,2e lijns (Doorgezette incidenten),2,E8
1201793,Functioneel beheer,2,E8
1201797,2e lijns (Doorgezette incidenten),1,E8
1201798,2e lijns (Doorgezette incidenten),8634,E8
1201801,2e lijns (Doorgezette incidenten),91,E8
1201803,2e lijns (Doorgezette incidenten),12,E8
1201805,Functioneel beheer,219,E8
1201806,2e lijns (Doorgezette incidenten),8590,E8
1201807,2e lijns (Doorgezette incidenten),48,E8
1201809,2e lijns (Doorgezette incidenten),3,E8
1201810,Hardware / Werkplekbeheer,48,E8
1201811,2e lijns (Doorgezette incidenten),39,E8
1201814,2e lijns (Doorgezette incidenten),1,E8
1201818,2e lijns (Doorgezette incidenten),3,E8
1201822,Functioneel beheer,49070,E8
1201827,2e lijns (Doorgezette incidenten),26,E8
1201832,Functioneel beheer,2,E8
1201834,Functioneel beheer,2,E8
1201836,2e lijns (Doorgezette incidenten),10,E8
1201840,2e lijns (Doorgezette incidenten),3,E8
1201841,Functioneel beheer,1,E8
1201842,2e lijns (Doorgezette incidenten),6,E8
1201843,Hardware / Werkplekbeheer,10072,E8
1201847,Telefonie / Communicatie,14,E8
1201848,Functioneel beheer,1,E8
1201849,Functioneel beheer,2,E8
1201851,Functioneel beheer,252066,E8
1201852,3e lijns (Technische incidenten),198418,E8
1201855,Functioneel beheer,2,E8
1201858,2e lijns (Doorgezette incidenten),43,E8
1201861,2e lijns (Doorgezette incidenten),150,E8
1201863,2e lijns (Doorgezette incidenten),6811,E8
1201866,2e lijns (Doorgezette incidenten),5,E8
1201868,2e lijns (Doorgezette incidenten),2,E8
1201870,2e lijns (Doorgezette incidenten),24,E8
1201871,2e lijns (Doorgezette incidenten),5,E8
1201873,2e lijns (Doorgezette incidenten),1,E8
1201876,2e lijns (Doorgezette incidenten),39,E8
1201880,2e lijns (Doorgezette incidenten),39,E8
1201884,Hardware / Werkplekbeheer,11557,E8
1201889,Functioneel beheer,3,E8
1201891,Functioneel beheer,1,E8
1201894,Functioneel beheer,1,E8
1201895,Functioneel beheer,1,E8
1201896,Functioneel beheer,232905,E8
1201897,Telefonie / Communicatie,6852,E8
1201898,Functioneel beheer,2,E8
1201899,Functioneel beheer,28640,E8
1201901,Hardware / Werkplekbeheer,7084,E8
1201902,2e lijns (Doorgezette incidenten),6793,E8
1201903,Functioneel beheer,1,E8
1201908,Functioneel beheer,96239,E8
1201910,2e lijns (Doorgezette incidenten),3,E8
1201912,Functioneel beheer,211251,E8
1201913,Functioneel beheer,3,E8
1201915,Hardware / Werkplekbeheer,25,E8
1201917,Functioneel beheer,96228,E8
1201919,2e lijns (Doorgezette incidenten),4,E8
1201920,Functioneel beheer,10,E8
1201921,Hardware / Werkplekbeheer,1077,E8
1201923,Hardware / Werkplekbeheer,32,E8
1201924,Hardware / Werkplekbeheer,30,E8
1201925,2e lijns (Doorgezette incidenten),1,E8
1201926,2e lijns (Doorgezette incidenten),1,E8
1201928,2e lijns (Doorgezette incidenten),1,E8
1201930,Hardware / Werkplekbeheer,964,E8
1201939,Functioneel beheer,3,E8
1201941,Functioneel beheer,2,E8
1201943,Functioneel beheer,70,E8
1201944,3e lijns (Technische incidenten),82,E8
1201945,2e lijns (Doorgezette incidenten),66,E8
1201946,Telefonie / Communicatie,6096,E8
1201948,2e lijns (Doorgezette incidenten),19,E8
1201949,2e lijns (Doorgezette incidenten),6146,E8
1201950,Functioneel beheer,4,E8
1201951,Hardware / Werkplekbeheer,8968,E8
1201954,2e lijns (Doorgezette incidenten),37,E8
1201955,Hardware / Werkplekbeheer,38,E8
1201956,Hardware / Werkplekbeheer,25,E8
1201960,2e lijns (Doorgezette incidenten),1,E8
1201961,Functioneel beheer,1,E8
1201964,3e lijns (Technische incidenten),148458,E8
1201965,Functioneel beheer,148583,E8
1201966,2e lijns (Doorgezette incidenten),148404,EW
1201967,3e lijns (Technische incidenten),148403,EW
1201968,2e lijns (Doorgezette incidenten),1,E8
1201969,2e lijns (Doorgezette incidenten),2,E8
1201970,Functioneel beheer,4,E8
1201971,2e lijns (Doorgezette incidenten),143,E8
1201975,2e lijns (Doorgezette incidenten),29,E8
1201976,Functioneel beheer,44814,E8
1201978,2e lijns (Doorgezette incidenten),1,E8
1201981,2e lijns (Doorgezette incidenten),7,E8
1201983,2e lijns (Doorgezette incidenten),93,E8
1201984,2e lijns (Doorgezette incidenten),3,E8
1201985,2e lijns (Doorgezette incidenten),8,E8
1201986,2e lijns (Doorgezette incidenten),20,E8
1201988,2e lijns (Doorgezette incidenten),1,E8
1201993,2e lijns (Doorgezette incidenten),6,E8
1201995,Hardware / Werkplekbeheer,171,E8
1201998,2e lijns (Doorgezette incidenten),13,E8
1202001,Hardware / Werkplekbeheer,262,E8
1202007,2e lijns (Doorgezette incidenten),5688,E8
